Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
this is the only hat my daughter has will keep on its super soft and seems to be very breathable,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the chain came just as described in a cute little silver box  its in excellent condition and i can tell that its high quality definitely worth it for the price i got the 16but i wish i would have gotten the 18 so it could be a bit longer the 16 is too short for my style but still high quality,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
quite a nice shirt,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the 30 sterling silver box chain was well made  it arrived on time and was even better than i had expected  i would definitely recommend this seller to others  this was an a1 experience  thank you for a seamless transaction,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"nice for the price but they fall down i was constantly pulling them up all day purchased for halloween and they worked well but
i would not want to wear them for every day",Neutral,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
this item is very nice i ordered the 30 inch and it came out just as i expected and it is new and shiny,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"do you hate having the sun beat down on you and then sweating buckets because your hat doesnt let your head vent  i do and in the summer spend a good amount of time outside and on the water where the suns rays really start to cook you  i can also vouch the the keeper strap will keep your hat with you and not floating away somewhere

this hat is crushable breathable and after 1 years use looks as good as the day it arrived  plus this is a quality product made here in the us of a",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love this hat the mesh top allows the air to flow and the wide brim does an awesome job at keeping the sun off your face and neck quite durable too,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
excelente quede complacido con el producto proximamente espero poder seguir realizando compras de este estilo gracias por todo feliz ao,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
ive had my eye on this ring for a while  finally last weekend i decided to buy it  it arrived yesterday and all i can say is wow  its absolutely gorgeous  the colors are beautiful and play the light very well just wait til you see it in natural sunlight  i wear it on my middle finger and its comfortable  what a unique piece of jewelry  dont hesitate to buy this ringits gorgeous and the price is right,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this was a better gift then i thought it would be i t was more beautifull in person then the picture ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
our 8yearold has used this quite a bit in the six months weve had it  admittedly shes not rough on her toys but it has held up well to what id consider regular play  she is quick to make sure people arent handling it wrong when she lets friends or family play with it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
exactly as described,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,5,5.0,5.0,4.4,5.0
good tux shirt for a waiter no so much for a ball,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
cute  quality outfit completely worth the little extra money and leaps and bounds better than the brick and mortar places you drive to the legging things that make up the boots was the only thing that ran a little big but a few quick whip stitches and it was perfect,Negative,Positive,Positive,Neutral,Neutral,3,3,5,5,5,4.4,4.4,5.0,5.0
had purchased another brand same size large but were cut shorter just enough to be annoying ck size large is perfect 59 188lbs,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
i bought 2 plastic insert folios and they both cracked and separated within 3 weeks of use,Negative,Neutral,Neutral,Negative,Positive,1,5,3,3,1,1.0,2.2,1.6,1.6
fabric is stretchier than i had expected and the shirt fits on the small side,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
very poor fit,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
i ordered this as an impulse buy about a month before halloween and i do not regret it it fits exactly as in the picture im 5556and 130135 pounds and it looks super cute i wish it came with gloves but i will just buy those and fishnet stockings separately making it still cheaper than comparable outfits at halloween or party supply stores,Neutral,Positive,Positive,Positive,Negative,5,1,5,5,5,5.0,3.8,5.0,5.0
you need an automatic watch winder if you have more than one automatic watch  this product is very adequate and relatively inexpensive  i use it 247  it keeps my watches wound so i dont have to reset every time i chose to switch the watch i am wearing  you could pay more money and get better quality wood and interior fabric  however this product is attractive functional and practical  it meets my needs and i am happy with the purchase,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i purchased this bag for my partner who is pursuing college he absolutely loves this bag there are a number of zippered compartments on the body of the bag the front flap also has a small pocket for easy access externally which is secured by clips that attach to the bottom of the bag beneath the flap is another zippered compartment that is very handy it has a number of pockets a key ring among other areas to keep yourself organized this zippered area provides a secure place to carry a  wallet or music player without having the worry of being pickpocketed we live in chicago and this is a wonderful commuter bag as well the strap has an adjustable pad for heavier loads as well as a padded back for wearing while biking there is also a netted external pouch for bottles the main compartment of the bag is secured by a long zipper that runs the length of the opening and also has a padded divider for occasionally transporting any size laptop it was money well spent as hell be sure to use the bag for years to come i hope this helps in your decision,Positive,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
i bought this for my son and he absolutely loves it  the color khaki is great its adjustable chin strap is wonderful it flattens down nicely for packing and the mesh insert does a good job of keeping his head cool  we are very happy with this purchase and would definitely recommend buying this highquality hat,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"the quality of this product is disappointed add to that this is made for big guys
i am 59 tall and wide shoulder but too big for me",Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
this helmet was a hit  the countdown audio is fantastic and the helmet is worth the money  please be aware the helmet is largemy 4yr old used it for his astronaut costume last halloween but had to keep is hand on one side of the helmet to prevent it from moving around  me his mother can wear the helmet comfortably so that gives you an idea of the size  nevertheless the helmet was key to making the costume adorable so i would buy it again,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
quality shoes and great fit made this purchase perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great t shirt i love it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great costume better a little loose than too tight and unwearable,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this works so very good to keep your cig lighter ans anything else you may want to eep in it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
holds my cigarettes and it is durable and looks great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the costume was disappointing bc it was way too big i am 59 and 140 lbs and i ordered a medium it was so big it looked ridiculous i had to return it i would err on the side of ordering small if you are comfortable with it the material itself seems like it was good quality though and you get a lot with the costume for your money i was sorry that it didnt work out like expected,Negative,Positive,Negative,Positive,Positive,5,5,5,1,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,2.3999999999999995
outfit was a bit smaller then i expected,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,1,2.2,2.2,1.6,1.0
i got a size up from what i normally wear as recommended by the other reviews unfortunately for me it seems true to size so ended up returning it due to it being too big on me im 110 lbs and size small was too big,Positive,Positive,Negative,Positive,Positive,5,5,5,1,5,5.0,5.0,5.0,3.8
this helmet mad my twins halloween costume perfect they received so many compliments,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i reviewed another robe as being too big but this robe is perfect this the full 58 long so it reaches the tops of ny feet when i stand 56 tall im washing it for the first time right now but i expect good things the robe is deliciously soft and cuddly warm i love everything about this robe i wish there was a pale green color,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i really like this chain it is very comfortable doesnt tangle easily has a secure clasp and looks great it would make a great gift i will be ordering more at various lengths as the chain will compliment several necklaces i already have amy,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
so awesome my son loved it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
good quality  works well  if it were just an inch bigger,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
like them i will order a smaller size next time,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
the outside pocket isnt wide enough for my needs but these are so hard to find anymore,Positive,Negative,Negative,Positive,Positive,5,5,1,1,5,5.0,5.0,3.8,3.8
bought two of these for 7 month old twins  they are a little bit large on the girls but theyll grow into them  the tie keeps the hat in place hat washes beautifully and definitely keeps the sun out of their eyes,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
loved the flapper dress and won 1st place in costume ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
material is very thin for a shirt to look good and also they are very longso the sign lg is probably xl,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
"we bought this for my husband he wears a 7 18 hat he could not even get this hat on otherwise it looks like a nice product

update work wear savings the company through which the hat was purchased sent me a return label the same day i called to say the hat was too small they would send me a large hat when the other had arrived at their returns dept after over 2 weeks i had not had any email update i called the company learned they had received the returned hat but that a large hat would not be available until july 14 my complaint why did they or amazon not notify me by email i do not feel ive gotten good customer service",Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
"i have all hardwood floors in my house and wantedneeded a good pair of shoes to wear in the house that would support my feet
these are great they arrived timely and are exactly what i needed plus they are very reasonably priced for having the comfort and benefits of birkenstocks but without the birkenstock price",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the earphone was missing which contains the power portion of the helmet hopefully they will accept the return i paid a lot for it,Positive,Positive,Negative,Positive,Positive,5,5,5,1,1,2.2,2.2,2.2,1.0
"the top of this boot is 14 inches in diameter size 9 if your calf is 14 to 15 inches it should fit fine any more than that it does not look good with the lace loops getting farther apart toward the top of the boot they run a bit small so get a half size or one size larger the boot is made well i wish it would have fit a little more information about the top diameter would have been helpful we will be sending the boots back

edit there was no streching the boots we got i dont know if they sent the wrong boots",Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
worth the price,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
tshirts are not the size expected for a size l they are too big,Neutral,Positive,Negative,Positive,Positive,5,5,5,1,1,2.2,2.2,2.2,1.0
super cute socks and comfortable perfect for my 1950s themed train ride,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"this was shipped super fast thanks to amazon prime i may never buy a costume in the store again this was a great buy for the low price it was almost 60 in the halloween stores here

the quality is nice i got the black its not sheer which i was afraid of so no slip needed all of the tassles are attached i may go buy a new headpiece this one is a little dinkybut for 20 whatever

beware of the sizing i am 57 135140 lbs i ordered a large after reading reviews and the large fits me almost perfect in the hips because i have larger hips but the waist bust and shoulders are a little too loose i should have ordered a medium",Positive,Positive,Positive,Neutral,Positive,3,5,5,5,5,4.4,5.0,5.0,5.0
"these shirts are great vnecks that fit perfectly are comfortable and look great

they can be used as a black undershirt if ever needed but i love to wear these as every day shirts  the nice cotton design is comfortable and washes great after many washes i still find the shirt to be comfortable and fit the same way as always the first washdry might make it  like all shirts  shrink a little

these are some of my favorite shirts to wear and i wear them all the time

they fit as you would expect i purchased medium as i purchase medium shirts always and it fit as it should  at first it was a little too big but after the first washdry it shaped properly and fits perfectly now

the material is thick and it doesnt feel cheap at all while it is nice and soft and great for sleeping in too your significant other will love the softness of the material

when i purchased them they were on sale and a great value  but even at regular price these shirts are definitely a great buy and can be worn as an every day shirt as a black under shirt or as a nice comfortable at homenight shirt  i have recommend these and the white versions as undershirts to my friends and purchase new ones every so often when i lose them or people take them

lastly they are made to last i have had some of these for more than a year coming up on almost two years actually and they still look great and fit perfectly  after about a year i usually retire them to night shirts and get new fresh ones as i tend to stain them here and there and wear them so much that i like to purchase fresh ones to wear out  dont dont let that make you think they dont last i could absolutely still wear them out if i wanted to

calvin klein is a great brand and makes great vnecks in all colors",Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
"bottom line the quality is pretty poor the skirt is basically plastic it just wasnt well constructed at all even for the price

i thought i could potentially pull this off for my sons super hero birthday party since reviews stated the skirt was long and the boot covers were pretty high however the top is very large and wouldnt stay in place the neck to the cape was tight and uncomfortable the skirt was awful and made my hips look about 3 times as big it just was not good  not for any occasion

i bought a wonder woman tshirt with a cape that i was much happier with and the party was a hit ",Negative,Positive,Negative,Neutral,Neutral,3,3,5,1,1,1.6,1.6,2.2,1.0
"fit well im 342535
but it started to fade on the back and the zipper pull broke after one wear wore it a total of 3 times and had tons of issues during the third wearing",Negative,Negative,Positive,Positive,Positive,5,5,1,5,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,3.5999999999999996
their last name is bearpaw so i thought they should have them nicely crafted and beautiful we all love turquoise,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the warnings about the dress being a size smaller than stated is true i got a small and it just barely went over my hips when usually small sizes are a little baggy for me so keep that in mind some tassles fell off here and there but not a ton and it wasnt noticeable the tassles are pretty cool and swing around a lot which looks nice i didnt use the headband that came with it since i wanted a nicer one the headband looked cheap compared to the dress,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
a very good purchasing exepriencewhich beyond my expection,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
these vneck shirts can and will transform almost any outfit into one which kicks ass i was surprised as to how well they fit for the price,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
"these shoes get the job done if you dont have the money for a pair of allen edmonds and you still want wingtip oxfords these are a decent alternative

mine began to have a very noticeable crease on the top middle area after a few weeks of wear this is even when using shoe trees after every wear and polishing once a week it is much more pronounced in one shoe than the other im not particularly knowledgeable of what having very flat feet can do to the contours of a shoe but i wouldnt be surprised if my feet exacerbated the process

they arent very comfortable but that could be due to the reason above and might be able to be remedies with a good pair of powerstep orthotic inserts",Negative,Negative,Positive,Positive,Positive,5,5,1,5,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,3.5999999999999996
the dress is perfect not to long or short i ordered this for a party that i am planning on attending and it is going to be perfect for the 20s theme the sizing chart was a little off so at first i ordered this dress a size smaller than i actually needed but they sent me a replacement withing just a few days great company and great product,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this robe is so lightweightso very soft inside and outsideand such a pretty blue that it feels like wearing clouds awesome find,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
i absolutely love this chain and am extremely pleased with it i also am pleased with the very fast and excellent service i received i intend to buy more of these chains for some pendants i have they are an excellent buy,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very cute for my 50s costume,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the hat arrived double boxed and in perfect condition i like the hat a lot i really need a 2xl but xl was the biggest offered im thinking about putting my head on a diet and keeping the hat its that nice,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i did a fair amount of research for a good hat for golf without paying a huge price for it  this hat is good quality and the price including shipping was fair and lower than anything else that i could find  plus i knew that amazon would stand behind it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
awful  lol oh man just awful  okay so the large is meant for someone 200lbs 5 feet tall top but the skirt was way too long  so weird  it was like a foam top that didnt stay up  the skirt was 2 sizes too big compared to the top  i tried to see it to fix it  ugh needless to say i threw it away  total waste of money,Negative,Negative,Negative,Negative,Negative,1,1,1,1,1,1.0,1.0,1.0,1.0
i work in several schools and bought this bag to carry materials with me  i love the many pockets and water bottle holder  it is also comfortable to wear  it is a very good size almost too big for my needs but overall i am pleased,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
returned too small reordered,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,5,5.0,5.0,4.4,3.8
"this is to be a christmas gift  my initial inspection was favorable  it arrived quickly and is exactly what i ordered

thank you",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
bought this for my husband because he wanted an ankle length robe  it is nice and longit comes to just above his ankles  its very warm too  if you email the seller they will help you with sizing which i found very helpful,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
really cute socks  am planning to wear them again during the upcoming holidays with heels,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fantastic hat and can stuff it in tight places,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"got the 3 shirts 1 had a weird issue with the neck hole skewing off to the side
it may have been miscut or missewed but whatever it is it looked bad

only 2 of the 3 shirts are worthwhile",Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
i have really enjoyed my boot shapers the ones that i got were pink the shaper part is a hard plastic material only thing is be careful inserting the shapers since it has a metal piece and i have read that sometimes it can snap back at you mine have not done that yet,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"i wore this shirt casually without a tie and top button open and this shirt fit me well i have an athletic build so it was a little loose on the waist and stomach area but thats to be expected from a shirt that isnt a slim fit design

my neck size is between a 15 12  16 and i ordered the 15 12 neck size this dropped me into a medium size shirt as opposed to a large which would have been way too big the collar button extends a bit and when i tried it i was still able to close the shirt comfortably my advice is if youre on the border of 2 neck sizes go with the smaller neck size because the shirts come in a size sml etc with the appropriate arm length",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fits perfect looks perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
well put together costume was suprised of its weight i love it if you are big busted go up a size though,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
bought this for my lady as a gift to go with some other stuff very pretty chain and she loves it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i had been searching for a silver box chain that was long enough for my husband to wear  this one was perfect for his cross pendent  you cant beat the price and the shipping was fast also  great buy i would recommend this seller,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my husband loves calvin klein tshirts because the fit is just right and they are a little bit longer than other brands this one is a winner in our house,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
these are very handsome wellmade wingtips i have recently become a big fan of bostonian shoes and i have always been partial to clarks anyway they are quite comfortable but do require some breakingin i wore them around the house for about a week before wearing them outside they are stiff but it is important to remember that wingtips are supposed to be stiff the toecap and wings longwings on these shoes are there to make the shoe sturdier than standard oxfords the stiffness will ease over time these are clearly shoes that are meant to last the leather sole gives excellent support and the slightly padded insole makes these very comfortable walking shoes the burgundy colour oxblood is beautiful and the leather has a very nice finish they run a bit small i usually wear 85 though sometimes 9 with thicker walking socks i wear a 9 in these with thin socks,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"face it every wide brim hat is not exactly a style statement but many are flat out dorky and ugly  this one however i love  it looks like a fedora not a sun hat  and as to doing its job of sun protection it is very good  the brim keeps sun off of my face and neck areas where i have had to have squamous cells removed my body temperature is cooler with the hat on than off the open mesh allows heat to escape and for any breeze to cool my head
my only possible caveat the mesh is a fairly open weave if one is bald and must keep sun from the crown of the head then it could be a problem  the top of the hat is solid and will protect from the noonday sun the mesh would only be an issue for earlylate sun coming in at an angle",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
sadly i choose to ignore the other postings about this being a very large helmut my four year old was totally smitten once he saw the photograph of this and he was so excited to get it it is huge absolutely unbearably huge causes much frustration and sadness in my son it is big on his dad i tried to fit it with foam strips but that didnt work it is just that huge also the price really,Neutral,Positive,Positive,Negative,Positive,1,5,5,5,1,1.0,2.2,2.2,2.2
my grandson loves these boots and they fit perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this case is perfect u get a free armband and it comes with a beltclip thats cool the black one looks awesome it protects everthing it comes with a screen protector and it protects the whole ipod body this is also a good case cuz it dont take alot of space in ur pocket its a pretty awesome case i use it when i run  and sometimes when im  playing basket ball with my friends if u love ur ipod and u dont want it to get all scratched this is a good case for that,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
just the thing for pirate fest still have it a year later,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
i bought this chain for my mom for mothers day and she loved it the chain looks very nice and goes great with her charms,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it definitely runs large but honestly it didnt bother me too much i wish i would have ordered a size down but because i am so tall i wanted it to be a little longer it works perfectly for a 20s themed party nothing too fancy but still a solid costume piece,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
purchased this same hat 14 years ago and it wore like iron through much yard work which caused me to purchase another that looked a little more presentable  this ones material is not as heavy duty as first but only time will tell if it stands up,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fit as expected,Positive,Positive,Positive,Negative,Negative,1,1,5,5,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,3.5999999999999996
i ordered this for a roaring twenties party and am normally a size 14  i ordered the extra large and could barely get it over my head  this runs very small  i will be returning it due to the size issuebut i loved the dress and it seemed to be well made,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
my daughter needed this for a costume party  it was perfect great price,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this bag meet my expectations and then some i am able to load into it about 20lbs of stuff and it still holds its shape and doesnt show signs of distress i love this bag,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this was a gift to my brother law and he like it now every year on xmas i know what to get him,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
great fun socks to wear with a summer dress  adds pizzaz  love em,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the costume runs very large definitely buy one or two sizes smaller the boots dont stay in place but overall the costume was  good quality and comfortable,Negative,Positive,Positive,Negative,Positive,1,5,5,5,5,3.8,5.0,5.0,5.0
"i really didnt like that it was all air sealant it seemed like it was left in the heat for a while cause it was all stuck together causing it to have discolor ex in certain parts of it
i really didnt like that the head band is all funky where one side sticks out and the other is sowed on the star on the head band has paper stuck to it  i cant get the paper off overall i would not recommend this product to anyone unless you dont mind all the flaws",Negative,Negative,Positive,Negative,Negative,1,1,1,5,1,1.0,1.0,1.0,2.2
pretty well sewn tights  they fit nice with no irregularities  these were purchased for a costume,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought several sets for my husband whos very particular about fabric texture theyre soft and just the right weight for loungewearnot too thick or too thin and they hold their shape well after washing or drying he loves them,Positive,Positive,Negative,Positive,Positive,5,5,5,1,5,5.0,5.0,5.0,3.8
the dress fits well but because the accessories boot covers wristlets etc are onesizefitsall they fit a little tight i cant imagine they would fit if you ordered the extra large,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this shoe fits nicely and gives the wearer a presidential grace it is easy and cool to walk with i love it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this is a great costume  not the most high quality garment of clothing but will last for several halloween parties  i bought the size small for my wife who is about 56 125lbs  she didnt have to adjust it with safety pins anywhere  she normally wears size med in shirts and 46 in pants and dresses,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
goooood,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
excellent,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i have never worn a hat or cap but need to  at age 71 and a frequent hiker i would prefer it if my dermatologist had less to do at each visit  i cant even wear a ball cap  so far this is different not so hot good sun shader and keeps light rain off the face and glasses  seems to be well made  appreciate the built in sweat band  i ordered one size large and it is loose but can easily tuck tightly rolled pieces of bounty towel behind the sweatband for a perfect adjustable fit plus more absorbancy  i believe and have been told that the hat is stylish  this is a bonus afic,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
returned this item because it fit extremely small i ordered a large expecting it to be a bit roomy i normally wouldve ordered a medium but i couldnt even get it over my shoulders,Positive,Positive,Positive,Negative,Positive,1,5,5,5,1,1.0,2.2,2.2,2.2
as expected fit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
have always loved the zutano sun hats  this is my dds 4th or 5th one  they are super soft and provide excellent face coverage in the sun  ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
something about this 100 cotton feels a lot nicer than the average 100 undershirt you might find i never really cared about undershirts other than that they be 100 cotton but after getting this one i threw away all my other ones and got more of these still happy with them a year later,Positive,Positive,Positive,Negative,Positive,1,5,5,5,5,3.8,5.0,5.0,5.0
nice shoe,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
these moccasins are adorable but everyone was right they definitely run large  i took a sewing measuring tape to my sons foot to measure and it was the exact length for the size 3 but when they came in the mail and we tried them on there was definitely almost an inch extra between his toes and the front of the shoe  im not too worried about it because if he keeps growing at the rate he has been they will probably fit in a month and he will still have plenty of wear time in them during most of the winter and early spring,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
costume was great  for true to suze abs the accessories were all practical and well made also  a great deal  costume stores selling the same costume for 60,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i should have got a size bigger to be more comfortable in it but it was a beautiful dress and greatly made,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
smooth soft tshirts long so they stay tucked in,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,5,5.0,5.0,4.4,5.0
nice shirts nice quality but i wish i hadnt listened to the reviews that said the shirts run large i normally wear a large but i ordered size medium based on reviews that advised me to do so well i need a size large ill be ordering more in my actual size,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
horrible quality material is so this you can see you skin through the shirt,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
i have been very happy with the durability of these jansport elefunk totes  both my teenage boys use them as school backpacks  these totes hold a lot and they stand up to abuse,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
love these  cannot go back to any other brand after having these against my skin  great purchase,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"it did not look good on me
i cant image it looking good on anyone the top is like a felt
sending it back",Neutral,Positive,Positive,Neutral,Neutral,3,3,5,5,1,1.6,1.6,2.2,2.2
