reviewText,summary,sentiment,review_length,VADER_Sentiment,TextBlob_Sentiment
very comfortable shoes i have wide feet with falling arches these help both and are comfortable enough that i can be in them all day long,Very comfortable shoes. I have wide feet with falling arches,Positive,26,Positive,Positive
cute shoe fit as expected and very comfortable,and very comfortable.,Positive,8,Positive,Positive
good looking shoe, Shoes,Positive,3,Positive,Positive
comfortable and lightweight need a good training shoe that is also supportive and flexible  i really like the fit but had to get 12 size larger as this style in my size is too perfect from heel to toe,Comfortable and lightweight,Positive,39,Positive,Positive
they run big order a full size smaller,Four Stars,Positive,8,Neutral,Positive
lightweight decent arch support and comfortably to wear all day doing regular activity and sprinting,decent arch support and comfortably to wear all day doing regular activity and sprinting,Positive,15,Positive,Positive
oops i returned these because i ordered wrong size,One Star,Negative,9,Negative,Negative
they fit as expected and perfect for training the shoelaces are a little bit too long other than that these shoes are as i expected them ,They fit as expected and perfect for training,Positive,26,Positive,Positive
nice shoes,Five Stars,Positive,2,Positive,Positive
the shoes are amazingvery comfortable and fit as expected highly recommended ,Amazing,Positive,11,Positive,Positive
size 5 very comfortable shoes love,Very comfortable shoes. Love,Positive,6,Positive,Positive
came quick and my daughter loves them,Five Stars,Positive,7,Positive,Positive
i always buy the same size this ones came to large,large shoe,Neutral,11,Neutral,Positive
c,Five Stars,Positive,1,Neutral,Neutral
love these super light and comfortable,Five Stars,Positive,6,Positive,Positive
i am so happy with this purchase i feel like i am barely wearing a sneaker when working out another plus is that when i take off my sneaker my sock is barely sweaty i have never had that experience with a shoe the shoe is also very attractive and flattering and looks nice on my feet,I am so happy with this purchase,Positive,57,Positive,Positive
i got a hot spot on the bottom of my foot the first day i wore them,Great red color,Neutral,17,Neutral,Positive
lightweight comfy shoes,Four Stars,Positive,3,Neutral,Neutral
the shoes are true to size i am used to wearing running shoes so these have been an adjustment overall the shoe is nice and provides well for my hiit and grit classes i take,the shoe is nice and provides well for my HIIT and Grit classes ...,Positive,35,Positive,Positive
extremely well fitting and light weight,Five Stars,Positive,6,Positive,Positive
super light and very comfortable i am a runner and they lack a bit in arch support so the soles of my feet are a sore i am going to add an insert to try fix the problem,Lack support but overall good shoe,Neutral,38,Positive,Positive
i ended up having to throw them out the inside seam and around the private area was unraveling which cannot happen when working out i have a black pair which are just find so i think i got a defective pair,Good just watch the seams!,Neutral,41,Negative,Negative
these shoes are poorly constructed and i do not expect them to last more that one summer  would not recommend and will not order another nike downshifter series again,Cheap,Negative,29,Negative,Positive
perfect,Five Stars,Positive,1,Positive,Positive
light weight and comfortable,Five Stars,Positive,4,Positive,Positive
very comfortable shoes i have wide feet with falling arches these help both and are comfortable enough that i can be in them all day long,Very comfortable shoes. I have wide feet with falling arches,Positive,26,Positive,Positive
very lightweight normal nike quality pink is very bright  colors look great together,colors look great together.,Positive,13,Positive,Positive
this is a very attractive shoe it is true to size and fits as expected very satisfied with the seller  delivered on time,Very satisfied with the seller - delivered on time,Positive,23,Positive,Positive
ordered half a size larger than my usual shoe size and fits perfectly,Nike runs small,Positive,13,Positive,Positive
i wore these shoe one time from the airport in omaha ne to the airport in phoenix az when i arrived in phoenix the left shoesole started squeaking and will not stop i want to return for a refund need instructions for returning as no paperwork was in my package when it arrived,Squeaky soles,Negative,53,Negative,Neutral
i love these shoes,Five Stars,Positive,4,Positive,Positive
the shoes fit well in the arch area they are a little wider in the toe area of the shoe you feel like you have a lot of room this does not make the shoe uncomfortable just had to get used to it love the shoe,you feel like you have a lot of room,Positive,46,Positive,Positive
"unfortunately this flex supreme does not have enough support over the toe and ankle are for my requirements
returning for credit  thanks anyway",Did not fit my feet,Negative,23,Positive,Negative
i bought these for my wife she saw them in the store but did not have their size so i ordered on amazon she loves them  she already had for a couple of months and no complains at all one of her favorites shoes for running or for her job since she walks a lot in the warehouse now she loves me more ,My wife loves these shoes.,Positive,63,Positive,Positive
very low cut heel so if you training and pushing sleds  i ran right out of shoes although the traction on toe and heel are great,Low cut heels,Neutral,26,Positive,Positive
my favorite running shoes  the wall of the shoe is very thin which makes them very comfortable to wear if your feet swell as you run  i would not recommend for use on concrete or a treadmill as there is not very much impact absorption but they are perfect for trail running,Perfect for trails,Positive,52,Positive,Positive
nikes usually run small and i am a 75 so i ordered these in an 8 and they were actually very roomy  i love them but they are definitely bright orangecoral and not bright crimson like the description said  i thought they would be more red in hue to wear with my ohio state clothes but instead i use them for running,I love them but they are definitely bright orange/coral and not ...,Positive,62,Positive,Positive
perfict fit for me great looking shoes at a great price,nice,Positive,11,Positive,Positive
i have gotten so many compliments on the blue color and look of this shoe  it is super comfortable  the grip is wonderful for my indoor gym cross training classes  i always order a half size larger in nike brand shoes and thy fit perfectly as i did with this shoe,Love These Shoes!,Positive,51,Positive,Positive
the shoes are true to size i am used to wearing running shoes so these have been an adjustment overall the shoe is nice and provides well for my hiit and grit classes i take,the shoe is nice and provides well for my HIIT and Grit classes ...,Positive,35,Positive,Positive
love these shoes great fit very light weight,Five Stars,Positive,8,Positive,Positive
cute and comfy sleek design my only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs i have two pairs of this style,My second favorite.,Positive,33,Positive,Positive
these shoes fit like a glove light but very supportive i have worn them several times and feel very light on my feet,These shoes fit like a glove,Positive,23,Positive,Positive
nice,Five Stars,Positive,1,Positive,Positive
these shoes are extremely comfortable and fit as expected  will purchase again,Five Stars,Positive,12,Positive,Positive
my daughter loves them great fit,Great fit!,Positive,6,Positive,Positive
i love these shoes  they fit as expected and they look really nice on  these shoes have a narrow base which i really like  i do not like the ones that make your foot look wide,I love these shoes,Positive,36,Positive,Positive
"love these i have 3 pairstheyre so comfortable  i am on my feet all day  my feet actually do not hurt at the end of the day when i wear these 
i have learned to get these 12 size smallerim normally a size 7 and the 6 12 fit perfectly",Soooo comfortable.....,Positive,50,Positive,Positive
perfect fit,Five Stars,Positive,2,Positive,Positive
perfect fit as always,5 stars,Positive,4,Positive,Positive
very comfortable,Four Stars,Positive,2,Positive,Positive
favorite nike shoe ever the flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot these move effortlessly with the bend of my foot i have worn these for multiple activities and i have had no foot or ankle pain the whitegreendark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days highly recommend,Love them!,Positive,68,Positive,Positive
still breaking them in for use at the gym  i think once i get used to them they will work great  ,they'll work great!: ),Positive,21,Positive,Positive
i workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts,... crossfit and find that these shoes help give me good support with my endurance workouts,Positive,20,Positive,Positive
fit like gloves to my feet perfect for workouts,Five Stars,Positive,9,Positive,Positive
i love these shoes,Five Stars,Positive,4,Positive,Positive
bought these shoes with hiit in mind but not too sure how i like the fit on my foot first time to wear them not great for running maybe after they are broken in a little they will get better if you just need a comfortable pair of shoes for walking they are fine,OK,Neutral,54,Positive,Positive
i had to return the first pair and buy a 12 size smaller  first time i have had to buy smaller for nike,Seem to Run Big,Positive,23,Neutral,Positive
great arch support and comfortable,Great cross trainer,Positive,5,Positive,Positive
took other reviewers advice and went up half size and it was too large i thought this was a more socklike fit but it had a tongue that came up high on my ankle not at all sock like nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes these just were not what i was looking for,Not as expected,Neutral,68,Positive,Positive
i have been using these to exercise and they are nice a roomy and allow my feet to breath also love the colors,I've been using these to exercise and they are nice a roomy and allow my feet to breath,Positive,23,Positive,Positive
very comfortable i love wearing them,Five Stars,Positive,6,Positive,Positive
the shoes fit perfectly and came within the time frame i was given  very comfortable which is needed since my job requires a lot if standing abd walking throughout the day,Great shoe!,Positive,31,Positive,Positive
love these sneakers light weight and comfortable even without socks,"Comfortable, light weight, nice.",Positive,10,Positive,Positive
bought these as my back up shoes but they have turned into my daily ones i go to so comfortable and my feet do not hurt after long hours on my feet i own a cleaning business so i need my feet not to hurt in the middle of the day,Honestly Fantastic Shoes,Positive,51,Positive,Positive
purchased to wear for weightlifting and zumba zumba trial was last night and they were great super comfortable good ventilation not too much padding very minimalist which is just what i wanted,and they were great! Super comfortable,Positive,32,Positive,Positive
fast shipping and turned out as expected could not be happier,Great shoes,Positive,11,Negative,Positive
these shoes are extremely comfortable and fit as expected  will purchase again,Five Stars,Positive,12,Positive,Positive
its hard to find a lightweight athletic shoe with a wide toe box this shoe has that i am happy with the support for walking and everyday wear i would not run in them now i just have to stock up on as many pair as i can afford before nike discontinues them  do not you hate when that happens,Hurry before they're gone!,Positive,60,Positive,Negative
love these shoes,Very confortable!,Positive,3,Positive,Positive
my favorite cross trainers,Comfortable,Positive,4,Positive,Positive
look great,Five Stars,Positive,2,Positive,Positive
love it super comfortable and nice got more than i expected super flexible great for training definetly recommend it,Love it!! Definetly recommend it,Positive,19,Positive,Positive
love these sneakers perfect fit and super light,Five Stars,Positive,8,Positive,Positive
these shoes are awesome,Five Stars,Positive,4,Positive,Positive
i love these shoes and have worn them for a long time that are comfy thinner on the top  sole and are very cute,Very Good For Everyday,Positive,24,Positive,Positive
nice fit,Four Stars,Positive,2,Positive,Positive
cute shoe fit as expected and very comfortable,and very comfortable.,Positive,8,Positive,Positive
i love these and have them in a light blue too very light weight airy and comfortable,Five Stars,Positive,17,Positive,Positive
this pair fits perfectthe first pair was wrong size in the right boxdefinitely order again,Five Stars,Positive,15,Negative,Positive
very confortable,Smooth and confortable.,Positive,2,Neutral,Positive
i had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains my feet was not one of them this is because of this shoe nike really dropped the mic with this,I had the older generation of this shoe that survived ...,Positive,42,Negative,Positive
great shoes,Five Stars,Positive,2,Positive,Positive
put them on and walked 3 hours with no problem love them so light feeling,Love them! So light feeling,Positive,15,Positive,Positive
my second pair love the fit light weight and great support,love the fit,Positive,11,Positive,Positive
my daughter loves them great fit,Great fit!,Positive,6,Positive,Positive
perfect fit very comfortable and a great color they also fit as expected,Five Stars,Positive,13,Positive,Positive
comfortable from the start and very light,Five Stars,Positive,7,Positive,Positive
i love these shoes i exercise in them as well as just take them on longer walks feels good looks great,I love these shoes,Positive,21,Positive,Positive
perfect,Five Stars,Positive,1,Positive,Positive
really great for walking i am very glad i got these and the color is fun,Five Stars,Positive,16,Positive,Positive
purchased for my daughter for gym class  she loves them  very cute and very comfortable,Great shoes.,Positive,15,Positive,Positive
wow these are the most comfortable light weight shoes i love them,so light & comfortable!,Positive,12,Positive,Positive
they fit perfectly these shoes are great for walking  so very comfortable love them,These shoes are great for walking - so very comfortable,Positive,14,Positive,Positive
normally nike fits small so we go up a half size these actually fit to my wifes appropriate size so be ware when you order,Fit to actual size.,Positive,25,Positive,Positive
great shoes,Five Stars,Positive,2,Positive,Positive
took other reviewers advice and went up half size and it was too large i thought this was a more socklike fit but it had a tongue that came up high on my ankle not at all sock like nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes these just were not what i was looking for,Not as expected,Neutral,68,Positive,Positive
very comfortable,Four Stars,Positive,2,Positive,Positive
so comfortable i do not even feel like i have a sneaker on based on the other reviews i got a half a size up and glad i did,"So comfortable, I don't even feel like I have a ...",Positive,29,Positive,Positive
these run large i wear a 95 exactly in every shoe but these i bought a 9 and the toe area is pretty wide plus plenty long even with socks very comfy and very nice looking shoe i love them but glad i was able to try them on before purchasing,and the toe area is pretty wide plus plenty long even with socks,Positive,51,Positive,Positive
good quality,Five Stars,Positive,2,Positive,Positive
i needed a wide size that option was not available so i went up a half size bigger hoping that would work its not quite comfortable but i am  able to wear them i like the shoes,Not quite wide enough,Positive,37,Positive,Positive
oops i returned these because i ordered wrong size,One Star,Negative,9,Negative,Negative
these were exactly what i expected,Five Stars,Positive,6,Neutral,Positive
this is a shoe i will wear with black dress pants or jeans when i need comfort and a little style but i am not impressed  this is a very flimsy shoe with little support at all  not like any nike i have ever purchased in the past  it looks nice but its not comfortable,"LOOKS GOOD, FEELS ICKY!",Neutral,55,Negative,Negative
love them,Five Stars,Positive,2,Positive,Positive
wow these are the most comfortable light weight shoes i love them,so light & comfortable!,Positive,12,Positive,Positive
excellent,Five Stars,Positive,1,Positive,Positive
my new gym shoes love them,Love,Positive,6,Positive,Positive
wore these for the first time hiking the bluffs not the best traction on well worn rocks but super comfy no blisters no achilles pain like with other shoes will continue to purchase nike shoes because my feet love them for all activities  except my home workouts they drag pretty hard on the carpet,Love,Positive,54,Positive,Positive
fit is fine but not much cushioning in the footbed the first time wearing them on a long walk i developed a blister on the bottom of my foot,Not my favorites...,Neutral,29,Positive,Positive
comfortable shoe for both workout sessions and walking  neither too bulky nor too light  this is my second pair because they fit and have no neon or pink colors just nice basic bw,Comfortable shoe for both workout sessions and walking,Positive,33,Positive,Positive
i workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts,... crossfit and find that these shoes help give me good support with my endurance workouts,Positive,20,Positive,Positive
i love these shoes great arch support and perfect for cardio,Five Stars,Positive,11,Positive,Positive
super comfortable i joined cross fit and this is the perfect shoe,Super comfortable. I joined Cross Fit and this is ...,Positive,12,Positive,Positive
i have not even had them a month and the bottom is coming off i am not happy,Falling apart already!!,Negative,18,Negative,Negative
these are so cute and comfortable and very light i just received them today and the fit is perfect i normally wear an 8 12 and they are true to size,Great fit!,Positive,31,Positive,Positive
purchased these for our teenage daughter she loves them for both casual wear and sports,Five Stars,Positive,15,Positive,Negative
"for the price i spent on the pair of shoes id say its as good as expected
its comfortable and does not hurt my feet when i run",Pretty comfortable pair of running shoes,Positive,28,Positive,Positive
"unfortunately this flex supreme does not have enough support over the toe and ankle are for my requirements
returning for credit  thanks anyway",Did not fit my feet,Negative,23,Positive,Negative
these are as far as comfort goes the most comfortable pair of sneakers i have i suffer from sciatica pain that goes into my feet i have difficulty finding the proper support and comfort in shoes i would recommend these most definitely,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,Positive,42,Positive,Positive
cute shoe fit as expected and very comfortable,and very comfortable.,Positive,8,Positive,Positive
they fit as expected and perfect for training the shoelaces are a little bit too long other than that these shoes are as i expected them ,They fit as expected and perfect for training,Positive,26,Positive,Positive
comfortable consistent each time i order and good looking,Sleek and sporty,Positive,9,Positive,Positive
fit like gloves to my feet perfect for workouts,Five Stars,Positive,9,Positive,Positive
in really like these i wear between a 995 womens i got the 95 and they fit perfectly they are light weight but have good support i will buy another pair,Great Shoe,Positive,31,Positive,Positive
great super comfy and cute no issues and fit perfect,perfect,Positive,10,Positive,Positive
after my purchased i found out they are overpriced they feel good but i will not recommended if you need wide fit,They feel good but I will not recommended if you need Wide ...,Neutral,22,Positive,Positive
comfortable and light,Best birthday present,Positive,3,Positive,Positive
nikes usually run small and i am a 75 so i ordered these in an 8 and they were actually very roomy  i love them but they are definitely bright orangecoral and not bright crimson like the description said  i thought they would be more red in hue to wear with my ohio state clothes but instead i use them for running,I love them but they are definitely bright orange/coral and not ...,Positive,62,Positive,Positive
love these comfy shoes they fit like a glove,Five Stars,Positive,9,Positive,Positive
love the lightweight and the fit,Five Stars,Positive,6,Positive,Positive
the color pattern and fit is what i liked the most what i liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,Positive,35,Positive,Positive
i love these shoes i exercise in them as well as just take them on longer walks feels good looks great,I love these shoes,Positive,21,Positive,Positive
my knees were bothering me during hiit workouts so i  purchased these shoes after researching many styles  fit true to size and are lightweight  my knees feel better so so hard so good  they are cute in too,My knees feel better so so hard so good,Positive,38,Positive,Positive
i absolutely love these shoes these are my absolute favorite so light and comfortable these are actually my 2nd pair i am still wearing my 1st pair after 2 years and they look good still i am just afraid they are going to disappear and i want a back up pair for when my 1st pair wears out these have been the best shoes i have owned,I absolutely LOVE these shoes,Positive,67,Positive,Positive
i loved these shoesthat is until after about an hour of wear the green inserts on the sole of the right show began falling off the wear was in my home on smooth floors i can only assume they were defective,I loved these shoes,Negative,41,Positive,Positive
i have wide feet and these were too narrow but very nice looking,Nike,Positive,13,Positive,Positive
it looks a bit nicer on the picture its very light in such a way that when i held the box i wondered if there was just paper filling inside they are comfortable for the most good looking training shoes overall,They are comfortable for the most but just a bit narrow,Positive,41,Positive,Positive
my knees were bothering me during hiit workouts so i  purchased these shoes after researching many styles  fit true to size and are lightweight  my knees feel better so so hard so good  they are cute in too,My knees feel better so so hard so good,Positive,38,Positive,Positive
love these super light and comfortable,Five Stars,Positive,6,Positive,Positive
c,Five Stars,Positive,1,Neutral,Neutral
i have gotten so many compliments on the blue color and look of this shoe  it is super comfortable  the grip is wonderful for my indoor gym cross training classes  i always order a half size larger in nike brand shoes and thy fit perfectly as i did with this shoe,Love These Shoes!,Positive,51,Positive,Positive
i had to return the first pair and buy a 12 size smaller  first time i have had to buy smaller for nike,Seem to Run Big,Positive,23,Neutral,Positive
ok but too big,Three Stars,Neutral,4,Positive,Positive
nice,Three Stars,Neutral,1,Positive,Positive
absolutely love them can even wear them without my insoles,Five Stars,Positive,10,Positive,Positive
perf,So Perf.,Positive,1,Neutral,Neutral
great super comfy and cute no issues and fit perfect,perfect,Positive,10,Positive,Positive
ugh way to large  is this for a man,Nope,Neutral,9,Negative,Positive
very comfortable i love wearing them,Five Stars,Positive,6,Positive,Positive
so comfortable i do not even feel like i have a sneaker on based on the other reviews i got a half a size up and glad i did,"So comfortable, I don't even feel like I have a ...",Positive,29,Positive,Positive
perfect fit,Five Stars,Positive,2,Positive,Positive
fit to size comfortable,Five Stars,Positive,4,Positive,Positive
perf,So Perf.,Positive,1,Neutral,Neutral
love these shoes great fit very light weight,Five Stars,Positive,8,Positive,Positive
the fit is as expected,Fits to size,Positive,5,Positive,Positive
these sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training,Positive,19,Positive,Positive
i really love these shoes  they are attractive and very comfortable  they work well for my daily workout and fit well,Attractive and fit well,Positive,21,Positive,Positive
love them fit exactly as expected in length and width i would definitely buy these again,Five Stars,Positive,16,Positive,Positive
was terribly disappointed the pants were way too large in the legs my husband looked like he was wearing blown up clown pants,"Was terribly disappointed, the pants were way too large in ...",Negative,23,Negative,Negative
excellent,Five Stars,Positive,1,Positive,Positive
love the mirror finish  very comfortable  scratchproof pairs beautifully with my white gold engagement ring,Beautiful ring!!!,Positive,15,Positive,Positive
i have not even had them a month and the bottom is coming off i am not happy,Falling apart already!!,Negative,18,Negative,Negative
they fit great look great are quite comfortable and are just what i was looking for,Perfect cross trainers,Positive,16,Positive,Positive
comfortable from the start and very light,Five Stars,Positive,7,Positive,Positive
good fit and comfy  not so cushiony so definetly better for training and not for running or aerobics bought size 8 which is my usual size,Good choice for training shoe,Positive,26,Positive,Positive
"the best sneakers by far i had never owned a pair of nike sneakers and i went solely on the reviews by others
and i absolutely loved them",the best sneakers by far,Positive,28,Positive,Positive
great shoes fit perfectly comfortable right from the start light weight and perfect for a 12 hour work shift good price also,Great shoes. Fit perfectly,Positive,22,Positive,Positive
comfortable and lightweight,Five Stars,Positive,3,Positive,Positive
these are the best shoes i have ever use for my workouts i love them and buy them in bulk lol,These are the best shoes I have ever use for my workouts,Positive,21,Positive,Positive
the sneakers are very comfortable and fit to size,Five Stars,Positive,9,Positive,Positive
love these shoes they are so comfortable,Five Stars,Positive,7,Positive,Positive
excellent value,excellent value and quality,Positive,2,Positive,Positive
size 5 very comfortable shoes love,Very comfortable shoes. Love,Positive,6,Positive,Positive
these are as far as comfort goes the most comfortable pair of sneakers i have i suffer from sciatica pain that goes into my feet i have difficulty finding the proper support and comfort in shoes i would recommend these most definitely,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,Positive,42,Positive,Positive
love this product  great fit,Five Stars,Positive,5,Positive,Positive
great arch support and comfortable,Great cross trainer,Positive,5,Positive,Positive
comfortable,Five Stars,Positive,1,Positive,Positive
wore these for the first time hiking the bluffs not the best traction on well worn rocks but super comfy no blisters no achilles pain like with other shoes will continue to purchase nike shoes because my feet love them for all activities  except my home workouts they drag pretty hard on the carpet,Love,Positive,54,Positive,Positive
the shoes are amazingvery comfortable and fit as expected highly recommended ,Amazing,Positive,11,Positive,Positive
great shoes,Five Stars,Positive,2,Positive,Positive
the material is real then hope they do not fall apart  to expensive for what you get,Three Stars,Neutral,17,Positive,Negative
these shoes are awesome  they are nearly weightless and feel great on my feet  the first day i wore them i wore them all day on vacation  i put them on the next day and did the same  besides the comfort they are really a cool color,Awesome shoes!,Positive,47,Positive,Positive
fits good very lightweight,Four Stars,Positive,4,Positive,Positive
serves intended purpose,Good shoe,Positive,3,Neutral,Neutral
great look but zero support inside the shoe had to buy expensive inserts to be wearable expected more from a nike shoe,"Style 10/10, Comfort 3/10",Neutral,22,Positive,Positive
love these shoes they are so comfortable,Five Stars,Positive,7,Positive,Positive
absolutely love these shoes and color they are perfect for running i run roughly 4 miles 3x per week this is my second or 3rd pair of this exact style fit is perfect,Absolutely love these shoes and color,Positive,33,Positive,Positive
favorite nike shoe ever the flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot these move effortlessly with the bend of my foot i have worn these for multiple activities and i have had no foot or ankle pain the whitegreendark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days highly recommend,Love them!,Positive,68,Positive,Positive
loved the products and services,Five Stars,Positive,5,Positive,Positive
these shoes are extremely comfortable and fit as expected  will purchase again,Five Stars,Positive,12,Positive,Positive
love my new nikes  its been years since i have been able to wear them sizing changed years ago and i just could not wear them any more but now the new styles and sizing are perfect  lightweight shoe with tons of style  the fog color is just what i was looking fornot black and not neon  i wore them to participate in relay for life 24 hour walk and they held up great,Nice shoe,Positive,74,Positive,Positive
the shoes are true to size i am used to wearing running shoes so these have been an adjustment overall the shoe is nice and provides well for my hiit and grit classes i take,the shoe is nice and provides well for my HIIT and Grit classes ...,Positive,35,Positive,Positive
they are very comfortable feel like you have nothing on,Five Stars,Positive,10,Positive,Positive
exactly what i expected comfortable and chic,Comfortable and,Positive,7,Positive,Positive
they run big order a full size smaller,Four Stars,Positive,8,Neutral,Positive
love these comfortable light weight great fit,Sooo comfortable,Positive,7,Positive,Positive
cute and comfortable,Five Stars,Positive,3,Positive,Positive
love these shoes,Very confortable!,Positive,3,Positive,Positive
nice,Five Stars,Positive,1,Positive,Positive
great look but zero support inside the shoe had to buy expensive inserts to be wearable expected more from a nike shoe,"Style 10/10, Comfort 3/10",Neutral,22,Positive,Positive
obsessed with these shoes i was looking for good all around sneakers running walking tennis etc and these more than fit the bill i was looking specifically for black nikes i love the fit with white soles good for court sports i was a little reluctant to purchase because i was not sure whether the black on the soles would contact the ground but it does not,Very Happy Customer,Positive,67,Positive,Positive
it is so handy to have this many reading glasses at such a reasonable price  i like this style reading glasses instead of the ones with nose pieces i find this style more comfortable  these glasses are very nicecheaper than walmart,Good Value,Positive,41,Positive,Positive
i love my tennis shoes,Five Stars,Positive,5,Positive,Positive
very comfortable,Five Stars,Positive,2,Positive,Positive
i loved these shoesthat is until after about an hour of wear the green inserts on the sole of the right show began falling off the wear was in my home on smooth floors i can only assume they were defective,I loved these shoes,Negative,41,Positive,Positive
super comfortable and fit my small feet perfectly i have flat feet so a lot of shoes are not comfortable for long periods of time i can wear the shoe all day long and they are super comfortable they are light colored so any dirt will be seen right away but they are easy to clean compared to other shoes i have had would definitely buy another pair in a different color,LOVE my new sneakers!,Positive,72,Positive,Positive
very nice high quality,Five Stars,Positive,4,Positive,Positive
excellent,Five Stars,Positive,1,Positive,Positive
they fit perfect extremely comfortable,Five Stars,Positive,5,Positive,Positive
excelente,Five Stars,Positive,1,Neutral,Neutral
best tennis shoes i have had all my life very comfortable out the box i would buy 10 pairs of these shoes if had the money,Very Comfortable,Positive,26,Positive,Positive
great shoe very comfortable,Five Stars,Positive,4,Positive,Positive
great shoes  was looking for something to replace my barefeet so i can wear orthotics while kickboxing these are light weight hug my feet comfortably and have a thinner upper so i can still feel the bag when i kick and they have good lateral stability my feet are on the narrow side so its hard to find shoes that are snug enough these are perfect oh and they are really cute too,Great for kickboxing,Positive,73,Positive,Positive
my favorite running shoes  the wall of the shoe is very thin which makes them very comfortable to wear if your feet swell as you run  i would not recommend for use on concrete or a treadmill as there is not very much impact absorption but they are perfect for trail running,Perfect for trails,Positive,52,Positive,Positive
very lightweight normal nike quality pink is very bright  colors look great together,colors look great together.,Positive,13,Positive,Positive
these shoes look really great however slightly loose the problems with lack of support arose when i exercised it feels like there is little to no support in them possibly this is a shoe more geared for an office environment or short walking distances,Unnacceptable. Zero support,Neutral,44,Positive,Positive
i usually wear a size 8 and they fit fine these are way too narrow thought they might stretch out but they did not had to give away,TOO NARROW!,Negative,28,Positive,Positive
ok but too big,Three Stars,Neutral,4,Positive,Positive
fit like a dream great for crosstraininghitt videos i do everyday great for walking too look amazing,Great sneakers!,Positive,17,Positive,Positive
these run large i wear a 95 exactly in every shoe but these i bought a 9 and the toe area is pretty wide plus plenty long even with socks very comfy and very nice looking shoe i love them but glad i was able to try them on before purchasing,and the toe area is pretty wide plus plenty long even with socks,Positive,51,Positive,Positive
love the lightweight and the fit,Five Stars,Positive,6,Positive,Positive
my daughter loves these shoes fit true to size,Great looking shoe,Positive,9,Positive,Positive
super light and very comfortable i am a runner and they lack a bit in arch support so the soles of my feet are a sore i am going to add an insert to try fix the problem,Lack support but overall good shoe,Neutral,38,Positive,Positive
nice product,Four Stars,Positive,2,Positive,Positive
c,Five Stars,Positive,1,Neutral,Neutral
ordered half a size larger than my usual shoe size and fits perfectly,Nike runs small,Positive,13,Positive,Positive
havaianas are the best,Five Stars,Positive,4,Positive,Positive
serves intended purpose,Good shoe,Positive,3,Neutral,Neutral
right one is slightly tight hope it will stretch out ,Four Stars,Positive,10,Positive,Positive
great shoes,Five Stars,Positive,2,Positive,Positive
fit perfectly i bought dark grey and they did not fade,Five Stars,Positive,11,Positive,Positive
fits perfect,Five Stars,Positive,2,Positive,Positive
very comfortable,Five Stars,Positive,2,Positive,Positive
i have gotten so many compliments on the blue color and look of this shoe  it is super comfortable  the grip is wonderful for my indoor gym cross training classes  i always order a half size larger in nike brand shoes and thy fit perfectly as i did with this shoe,Love These Shoes!,Positive,51,Positive,Positive
"the waist string broke first time trying them on luckily i do not really need the wast string but it would be nice if it did not break

that being said the pants fit as expected and are comfortable probably shop around next time i make a sweatpant purchase",Don't sweat the pants,Neutral,49,Positive,Positive
nice shoes fit good,Five Stars,Positive,4,Positive,Positive
love these comfortable light weight great fit,Sooo comfortable,Positive,7,Positive,Positive
just what i needed for group fight class quick movements and footwork are so easy in these sneakers love them,Perfect,Positive,20,Positive,Positive
the shoes fit perfectly and came within the time frame i was given  very comfortable which is needed since my job requires a lot if standing abd walking throughout the day,Great shoe!,Positive,31,Positive,Positive
i love these and have them in a light blue too very light weight airy and comfortable,Five Stars,Positive,17,Positive,Positive
good fit and comfy  not so cushiony so definetly better for training and not for running or aerobics bought size 8 which is my usual size,Good choice for training shoe,Positive,26,Positive,Positive
i returned themfound a ryka pair i liked better,found a Ryka pair I liked,Neutral,9,Positive,Positive
these shoes are great  this is the second pair that i have purchased and i love them,Really Comfortable Shoes,Positive,17,Positive,Positive
nike always makes a good shoe abit rough breaking them in but after 9 hours on my feet anyones feet would hurt abit,Nike always makes a good shoe.,Positive,23,Negative,Positive
"the waist string broke first time trying them on luckily i do not really need the wast string but it would be nice if it did not break

that being said the pants fit as expected and are comfortable probably shop around next time i make a sweatpant purchase",Don't sweat the pants,Neutral,49,Positive,Positive
super comfortable i joined cross fit and this is the perfect shoe,Super comfortable. I joined Cross Fit and this is ...,Positive,12,Positive,Positive
these shoes fit like a glove light but very supportive i have worn them several times and feel very light on my feet,These shoes fit like a glove,Positive,23,Positive,Positive
perfect for the gym could use a little more support in the toe area but very comfortable and light fit true to size,Perfect for the gym,Positive,23,Positive,Positive
